log10_mej_dyn,log10_mej_wind,luminosity_distance,mass_1,mass_2,zeta,inclination_EM,v_ej_dyn,v_ej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej
-1.6597433406302897,-1.1399036825172595,29.26937427409065,2.112330326575789,1.236689417006182,0.1704942848167706,0.554034760031577,0.23765017874906236,0.05531937348204417,0.21900211443715237,0.3274864288120405,60.5971342917818,-4.570583803747648,-0.6180574910252924
