log10_mej_dyn,log10_mej_wind,luminosity_distance,mass_1,mass_2,zeta,inclination_EM,v_ej_dyn,v_ej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej
-2.473943941739438,-0.8575477754406842,106.82039468225388,2.209986576575789,1.391010404660503,0.3213052274395017,0.21474275344387936,0.25616257544327725,0.06182824922168914,0.2951266819112008,0.20671080554334248,50.956302533747774,-8.67046489768344,-0.9518348063218585
