log10_mej_dyn,log10_mej_wind,luminosity_distance,mass_1,mass_2,zeta,inclination_EM,v_ej_dyn,v_ej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej
-1.574258367035337,-1.0844848583353854,68.04488447817229,1.8193615765757891,1.1132326268827253,0.199125594287406,0.5917338718746546,0.17417910436889703,0.07721286460630451,0.34218550544061255,0.28704321551564166,72.96008325208427,-1.2221890356144742,-0.9198993224508908
