log10_mej_dyn,log10_mej_wind,luminosity_distance,mass_1,mass_2,zeta,inclination_EM,v_ej_dyn,v_ej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej
-3.1440298059687626,-3.108098380842946,62.37716063629414,1.5701587427512784,1.5076368331147756,0.6403805634824284,1.4573824851496155,0.17869769233820995,0.05278753397370351,0.2777523135029776,0.3909948218922166,34.044259263152156,-8.616743234954447,-1.4072607428085764
