log10_mej_dyn,log10_mej_wind,luminosity_distance,mass_1,mass_2,zeta,inclination_EM,v_ej_dyn,v_ej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej
-1.596279086133424,-0.4785248989396067,157.22855794756,2.092799076575789,1.2058252194753178,0.8420724815935076,0.7173975780182464,0.18872455891435158,0.12395842673648202,0.17678758156518004,0.22388532077879955,18.177474556432088,-2.049775242511026,-1.3350606127734714
