log10_mej_dyn,log10_mej_wind,luminosity_distance,mass_1,mass_2,zeta,inclination_EM,v_ej_dyn,v_ej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej
-2.262655498810725,-1.2215062002646575,188.24896611082528,1.3506115765757891,1.2521215157716141,0.3608147574626131,1.1572205495208172,0.15963364982344247,0.13105901845245838,0.259832564264142,0.3751318581749214,44.264431078171214,-1.773913173545508,-1.4947380321283101
