log10_mej_dyn,log10_mej_wind,luminosity_distance,mass_1,mass_2,zeta,inclination_EM,v_ej_dyn,v_ej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej
-2.3367026595862033,-0.9164147409051794,10.435555032108141,1.3799084515757891,1.3601462071296386,0.2806691370085056,0.26500823590131606,0.2720303440383186,0.07247913679565364,0.33941733935064716,0.22333130415830094,26.4572477133319,-3.9617847549961622,-1.3824487501303913
