log10_mej_dyn,log10_mej_wind,luminosity_distance,mass_1,mass_2,zeta,inclination_EM,v_ej_dyn,v_ej_wind,Ye_dyn,Ye_wind
-0.32338237716860113,-0.6830395517616835,80.21576870049165,1.341131614234454,2.0974798596600217,0.4806849488637662,0.22030210556084912,0.17774768940502197,0.10565910326342473,0.3399360470832947,0.2309606191395794
