log10_mej_dyn,log10_mej_wind,luminosity_distance,mass_1,mass_2,zeta,inclination_EM,v_ej_dyn,v_ej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej
-1.3760038949065636,-1.1898333458710333,126.20814978429469,1.9951428265757891,1.0515042318209968,0.35450399695097584,1.0566895846059439,0.2733526580879053,0.11449097111518027,0.2072374085547994,0.2803950160696583,63.99978079461734,-8.43265276926489,-0.5861220071543247
