log10_mej_dyn,log10_mej_wind,luminosity_distance,mass_1,mass_2,zeta,inclination_EM,v_ej_dyn,v_ej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej
-2.850655483019021,-1.5370683466209454,173.29269788925095,1.0967053265757891,1.082368429351861,0.06758204014780689,0.3906719420449078,0.1292204266829466,0.06360339715068322,0.17817166461016276,0.3496470936319851,21.466699509173107,-3.4100606170651275,-0.8076100404529718
