log10_mej_dyn,log10_mej_wind,luminosity_distance,mass_1,mass_2,zeta,inclination_EM,v_ej_dyn,v_ej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej
-1.6667392425958039,-0.4091102869151664,48.65712937613145,1.6240490765757891,1.066936330586429,0.9019247966860936,0.026247194228491783,0.22574935230278137,0.054727657505712804,0.28266993450635647,0.3817800576209048,15.568778904258174,-5.911844208028267,-0.8240928708379875
